scientific,family,PC1,nplants,nbirds,envidist,database
Elaenia obscura,Tyrannidae,1.064105981,17,13,1.4714936411598634,Messeder_et_al._2020_-_Interaction_dataset_NW 020 NF
Elaenia obscura,Tyrannidae,-1.221436449,13,64,1.0785332816126512,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Elaenia obscura,Tyrannidae,-0.833874721,29,27,0.7494898119861326,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Elaenia obscura,Tyrannidae,-1.829300174,40,42,0.2921145188626154,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Elaenia obscura,Tyrannidae,0.878071142,15,16,0.5180318914051966,Ruggera 2016 La Florida
Elaenia obscura,Tyrannidae,-0.355566879,18,21,0.5927581269391384,Ruggera 2016 Los Chorizos
Elaenia obscura,Tyrannidae,-1.678635787,21,22,0.5325579395369899,Ruggera 2016 Chorro de Loros
Elaenia obscura,Tyrannidae,-2.238102132,11,15,0.5325579395369899,Ruggera 2016 Pozo Verde
Elaenia obscura,Tyrannidae,-1.313616032,16,17,0.4904852933613533,Ruggera 2016 EcoPortal
Elaenia obscura,Tyrannidae,-0.624981595,18,20,0.47628064423461747,Ruggera 2016 A. Tres Cruces
Elaenia obscura,Tyrannidae,-0.806935714,20,15,0.7933713540962762,Ruggera 2016 Sevenguillar
Elaenia parvirostris,Tyrannidae,-1.24489492,29,27,0.999912339079664,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Elaenia parvirostris,Tyrannidae,-0.57163798,22,17,1.2078832002275697,Blendinger 2015
Elaenia parvirostris,Tyrannidae,1.60755174,12,24,0.4960770976358857,de la Pena 2003
Elaenia parvirostris,Tyrannidae,-2.355541814,42,44,2.900987779634107,Fontanari 2018
Elaenia parvirostris,Tyrannidae,0.355844983,18,21,1.1639291957710836,Ruggera 2016 Los Chorizos
Elaenia parvirostris,Tyrannidae,-1.374100796,18,20,1.2864432637779764,Ruggera 2016 A. Tres Cruces
Empidonax virescens,Tyrannidae,-1.50621559,4,19,2.2384447648981616,M_SD_032
Empidonax virescens,Tyrannidae,1.457756344,13,11,2.2384447648981616,M_SD_033
Empidonax virescens,Tyrannidae,-0.659203379,99,20,2.4623074713847335,Messeder_et_al._2020_-_Interaction_dataset_NW 021 F
Empidonax virescens,Tyrannidae,-0.598976899,44,41,2.194703740480369,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F
Empidonax virescens,Tyrannidae,-1.50621559,4,19,3.406312763690664,PigotEtAl'16-Database S1_POULI
Empidonax virescens,Tyrannidae,1.457756344,13,11,3.406312763690664,PigotEtAl'16-Database S1_POULI2
Empidonax virescens,Tyrannidae,1.457756344,13,11,2.196328905449582,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_POUL99
Empidonax virescens,Tyrannidae,-0.671698736,25,42,2.194703740480369,Ramos-Robles 2018
Empidonax virescens,Tyrannidae,1.983598343,30,22,0.7630334716157571,Skeate 1985
Empidonax virescens,Tyrannidae,0.664532759,6,15,3.0351421775444942,Wolfe 2014
Empidonomus varius,Tyrannidae,0.567846629,7,18,0.7643974366551866,M_SD_009
Empidonomus varius,Tyrannidae,1.207015651,9,29,0.940277372553464,n10_Athie_RC
Empidonomus varius,Tyrannidae,1.551948083,23,28,0.7991787675849039,n12_fe25_quanti
Empidonomus varius,Tyrannidae,-0.016030449,30,57,0.6074916718681604,n2_Botelho
Empidonomus varius,Tyrannidae,0.658559985,13,21,2.3165755634672704,n7_Kindel
Empidonomus varius,Tyrannidae,0.300801229,31,43,1.7560649825346382,Messeder_et_al._2020_-_Interaction_dataset_NW 013 F
Empidonomus varius,Tyrannidae,0.718898887,20,21,0.46390418612442336,Messeder_et_al._2020_-_Interaction_dataset_NW 015 F
Empidonomus varius,Tyrannidae,-0.138135901,13,64,1.422912998549628,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Empidonomus varius,Tyrannidae,1.427776731,32,31,0.903633394822207,Messeder_et_al._2020_-_Interaction_dataset_NW 032 F
Empidonomus varius,Tyrannidae,-0.707023545,18,14,0.7991787675849039,Messeder_et_al._2020_-_Interaction_dataset_NW 033 F
Empidonomus varius,Tyrannidae,0.137500561,60,72,1.2481615339330137,Messeder_et_al._2020_-_Interaction_dataset_NW 035 F
Empidonomus varius,Tyrannidae,0.007252183,13,34,1.7889542092956885,Messeder_et_al._2020_-_Interaction_dataset_NW 036 F
Empidonomus varius,Tyrannidae,-0.919349745,40,42,1.101505050220405,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Empidonomus varius,Tyrannidae,0.961657467,15,34,0.4805418098925045,Fonseca 2007
Empidonomus varius,Tyrannidae,0.641543946,42,44,2.7993277573655617,Fontanari 2018
Eubucco versicolor,Capitonidae,1.123883684,20,21,0.9357719206895708,Messeder_et_al._2020_-_Interaction_dataset_NW 015 F
Eubucco versicolor,Capitonidae,1.402044589,40,42,0.5382682928018437,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Eubucco versicolor,Capitonidae,1.18843729,22,51,0.45479573565884257,Dehling 2017 San Pedro 1
Eubucco versicolor,Capitonidae,0.848443776,17,45,0.45479573565884257,Dehling 2017 San Pedro 2
Eubucco versicolor,Capitonidae,0.747656006,19,35,0.45479573565884257,Dehling 2017 San Pedro 3
Eubucco bourcierii,Capitonidae,0.591270676,60,72,1.2410791211264114,btp12290-sup-0001-appendixs1
Eubucco bourcierii,Capitonidae,-1.394661949,20,36,2.461054522543247,InteractionNetwork_1000Fragmented
Eubucco bourcierii,Capitonidae,-2.250240543,26,36,2.461054522543247,InteractionNetwork_1000Natural
Eubucco bourcierii,Capitonidae,-3.453548248,13,31,0.38568645424095854,Kessler- Rios 2011
Eubucco bourcierii,Capitonidae,0.179180507,21,53,1.8350238391164055,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Eubucco bourcierii,Capitonidae,3.52240998,12,31,0.38568645424095854,Kessler-Rios 2012
Erithacus rubecula,Muscicapidae,-1.533488183,3,5,1.447067682670608,102_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,-1.533488183,3,5,1.447067682670608,102_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,2.562164094,8,10,1.447067682670608,102_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.562164094,8,10,1.447067682670608,102_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,0.26096283,8,11,1.4764062986737128,11_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,0.26096283,8,11,1.4764062986737128,11_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,1.87672951,5,9,1.44484860322694,111_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,1.87672951,5,9,1.44484860322694,111_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,0.908562769,8,12,1.44484860322694,111_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,0.908562769,8,12,1.44484860322694,111_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,3.525612843,5,14,1.44484860322694,112_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,3.525612843,5,14,1.44484860322694,112_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,-1.997699984,8,11,1.44484860322694,112_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,-1.997699984,8,11,1.44484860322694,112_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,-1.944732281,7,11,1.44484860322694,13_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,-1.944732281,7,11,1.44484860322694,13_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.529906712,9,13,1.4458227472000955,15_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.529906712,9,13,1.4458227472000955,15_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,-3.12349896,3,7,1.447067682670608,203_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,-3.12349896,3,7,1.447067682670608,203_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,1.938044427,9,14,1.447067682670608,203_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,1.938044427,9,14,1.447067682670608,203_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.709718697,8,12,1.4458227472000955,30_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.709718697,8,12,1.4458227472000955,30_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.896296598,3,11,1.44484860322694,301_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.896296598,3,11,1.44484860322694,301_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,2.284058516,6,18,1.44484860322694,301_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.284058516,6,18,1.44484860322694,301_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.46004368,2,7,1.44484860322694,314_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.46004368,2,7,1.44484860322694,314_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,-1.611956409,5,8,1.44484860322694,314_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,-1.611956409,5,8,1.44484860322694,314_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.945439911,7,11,1.44484860322694,315_2011_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.945439911,7,11,1.44484860322694,315_2011_seed_removal_net
Erithacus rubecula,Muscicapidae,2.510116082,8,15,1.44484860322694,315_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.510116082,8,15,1.44484860322694,315_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,1.844881714,8,10,1.4764062986737128,35_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,1.844881714,8,10,1.4458227472000955,35_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,2.647652879,8,10,1.4764062986737128,36_2012_fruit_removal_net
Erithacus rubecula,Muscicapidae,2.647652879,8,10,1.4764062986737128,36_2012_seed_removal_net
Erithacus rubecula,Muscicapidae,-0.570931618,11,8,2.4767671832982048,Acosta-Rojas_et_al._Seed_dispersal_network_matrix
Erithacus rubecula,Muscicapidae,-2.157909802,9,8,1.7909078517175918,Correia
Erithacus rubecula,Muscicapidae,0.19050935,11,14,0.6168290448854733,M_SD_011
Erithacus rubecula,Muscicapidae,2.429497344,25,33,2.2612268797586617,M_SD_020
Erithacus rubecula,Muscicapidae,-1.208163567,18,28,2.131178649118351,M_SD_021
Erithacus rubecula,Muscicapidae,-0.915631268,12,7,0.8202010423292885,M_SD_024
Erithacus rubecula,Muscicapidae,-1.157799521,7,6,1.25605254408078,M_SD_025
Erithacus rubecula,Muscicapidae,-0.398738769,41,8,1.0090544776686323,M_SD_031
Erithacus rubecula,Muscicapidae,-1.623571034,7,16,1.606007891044565,Garciaetal
Erithacus rubecula,Muscicapidae,-1.829434839,7,17,0.9370532928054004,Pena et al
Erithacus rubecula,Muscicapidae,1.486880394,30,28,0.9442866821277324,00InteractionData_DE
Erithacus rubecula,Muscicapidae,2.937894359,30,25,0.6168290448854733,00InteractionData_GB
Erithacus rubecula,Muscicapidae,3.013348022,15,27,1.44484860322694,00InteractionData_PL
Erithacus rubecula,Muscicapidae,2.572292029,9,24,1.44484860322694,06_plant_frugivore_networks_continuous
Erithacus rubecula,Muscicapidae,2.260412606,9,24,1.44484860322694,06_plant_frugivore_networks_fragmented
Erithacus rubecula,Muscicapidae,-1.127304382,8,7,1.7909078517175918,CostaEtAl'20-Dataset_VS13
Erithacus rubecula,Muscicapidae,1.872973761,12,11,1.7909078517175918,CostaEtAl'20-Dataset_VS14
Erithacus rubecula,Muscicapidae,1.378165668,14,10,1.7909078517175918,CostaEtAl'20-Dataset_VS15
Erithacus rubecula,Muscicapidae,0.22949772,10,8,1.7909078517175918,CostaEtAl'20-Dataset_VS16
Erithacus rubecula,Muscicapidae,-0.748760475,7,10,1.606007891044565,Fruit_Consumption_2013-2014
Erithacus rubecula,Muscicapidae,0.332825838,7,10,1.606007891044565,Fruit_Consumption_2012-2013
Erithacus rubecula,Muscicapidae,2.429497344,25,33,4.3147715852336175,PigotEtAl'16-Database S1_NCOR
Erithacus rubecula,Muscicapidae,-1.208163567,18,28,4.3147715852336175,PigotEtAl'16-Database S1_NNOG
Erithacus rubecula,Muscicapidae,0.19050935,11,14,1.25605254408078,PigotEtAl'16-Database S1_SOREN
Erithacus rubecula,Muscicapidae,1.54200723,31,31,0.9442866821277324,PigotEtAl'16-Database S1_STEIB
Erithacus rubecula,Muscicapidae,-0.398738769,41,8,1.0090544776686323,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_AZOR
Erithacus rubecula,Muscicapidae,-0.392405586,6,7,1.7909078517175918,Cruz 2013 Summer
Erithacus rubecula,Muscicapidae,-0.00858393,4,5,1.7909078517175918,Cruz 2013 Autumn
Erithacus rubecula,Muscicapidae,-1.070273666,6,6,1.7909078517175918,Cruz 2013 Winter
Erithacus rubecula,Muscicapidae,-2.689745754,47,20,1.7358022242602271,Debussche 1989
Erithacus rubecula,Muscicapidae,1.4242482380000001,5,9,0.8457169106535091,Dupont 1997
Eucometis penicillata,Thraupidae,0.49168132,4,19,0.951172697583472,M_SD_032
Eucometis penicillata,Thraupidae,1.498897571,31,43,1.5682916997671748,Messeder_et_al._2020_-_Interaction_dataset_NW 013 F
Eucometis penicillata,Thraupidae,0.303744458,13,64,1.4982911463189934,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Eucometis penicillata,Thraupidae,0.49168132,4,19,3.719343226584801,PigotEtAl'16-Database S1_POULI
Eucometis penicillata,Thraupidae,-1.043718217,8,83,1.4277915887743773,Skutch 1980
Eudynamys scolopaceus,Cuculidae,1.681229271,43,45,1.6009146728868913,dat_pakke_weight_network_bird_disp
Eudynamys scolopaceus,Cuculidae,0.315749148,24,19,3.716266848186812,Kamruzzaman 2008
Eudynamys scolopaceus,Cuculidae,1.625963325,6,24,1.6288140187451257,Palita 2011
Eudynamys scolopaceus,Cuculidae,1.851773545,10,9,2.356764959912925,Ramaswami 2017
Euphonia chlorotica,Fringillidae,-0.830810693,24,75,1.0723544558189566,Morro_Calzada_(Moyobamba_Peru)
Euphonia chlorotica,Fringillidae,1.570232404,9,29,0.7956058189903441,n10_Athie_RC
Euphonia chlorotica,Fringillidae,-0.021453812,23,28,0.6554144116262834,n12_fe25_quanti
Euphonia chlorotica,Fringillidae,-0.924352524,30,57,0.752924247168168,n2_Botelho
Euphonia chlorotica,Fringillidae,-2.123083348,13,45,0.8058436902516383,n4_Correia_PcAntas
Euphonia chlorotica,Fringillidae,0.61075033,19,27,1.5894183723562267,Messeder_et_al._2020_-_Interaction_dataset_NW 012 NF
Euphonia chlorotica,Fringillidae,-0.070448464,13,64,1.269655194357209,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Euphonia chlorotica,Fringillidae,0.554178777,32,31,0.7607964985850583,Messeder_et_al._2020_-_Interaction_dataset_NW 032 F
Euphonia chlorotica,Fringillidae,-1.330428977,13,34,1.7110006437360787,Messeder_et_al._2020_-_Interaction_dataset_NW 036 F
Euphonia chlorotica,Fringillidae,0.197339579,29,27,0.5303753178157218,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Euphonia chlorotica,Fringillidae,0.603202092,3,16,1.0348106308983749,Silva et al_Appendix1
Euphonia chlorotica,Fringillidae,0.27493059,4,14,1.5185911659972036,Silva et al_Appendix2
Euphonia chlorotica,Fringillidae,-0.260357186,20,25,1.3195929839479843,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SILV14
Euphonia chlorotica,Fringillidae,-0.57163798,22,17,1.2467738637352976,Blendinger 2015
Euphonia chlorotica,Fringillidae,1.741466848,13,43,0.481026742633146,de Oliveira 1999
Euphonia chlorotica,Fringillidae,0.496598114,15,34,0.3732051551910571,Fonseca 2007
Euphonia chlorotica,Fringillidae,0.119365724,42,44,2.957677462455329,Fontanari 2018
Euphonia chlorotica,Fringillidae,-0.860020068,15,16,1.0607710901914709,Ruggera 2016 La Florida
Euphonia chlorotica,Fringillidae,-1.175219813,16,13,2.007042791060494,Ruggera 2016 San Javier
Euphonia chlorotica,Fringillidae,-1.100480067,18,20,1.492082516994324,Ruggera 2016 A. Tres Cruces
Euphonia cyanocephala,Fringillidae,-1.330428977,13,34,2.0077373677426924,Messeder_et_al._2020_-_Interaction_dataset_NW 036 F
Euphonia cyanocephala,Fringillidae,1.333919752,29,27,1.223573155025694,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Euphonia cyanocephala,Fringillidae,-1.419085885,22,17,1.9439277109516873,Blendinger 2015
Euphonia cyanocephala,Fringillidae,-3.123382166,42,44,2.253791979701259,Fontanari 2018
Euphonia cyanocephala,Fringillidae,1.514474253,15,16,1.573629044209844,Ruggera 2016 La Florida
Euphonia cyanocephala,Fringillidae,-0.268579883,16,13,2.5506571226667263,Ruggera 2016 San Javier
Euphonia cyanocephala,Fringillidae,-1.7863509,21,22,2.2882981280708155,Ruggera 2016 Chorro de Loros
Euphonia cyanocephala,Fringillidae,-2.452064119,11,15,2.2882981280708155,Ruggera 2016 Pozo Verde
Euphonia cyanocephala,Fringillidae,-1.374100796,18,20,2.169240587674796,Ruggera 2016 A. Tres Cruces
Euphonia cyanocephala,Fringillidae,1.596707089,20,15,2.1429068831726115,Ruggera 2016 Sevenguillar
Euphonia laniirostris,Fringillidae,0.289034439,20,36,1.902502191138471,InteractionNetwork_1000Fragmented
Euphonia laniirostris,Fringillidae,-1.676849829,26,36,1.902502191138471,InteractionNetwork_1000Natural
Euphonia laniirostris,Fringillidae,0.185399529,24,75,1.2479722979602728,Morro_Calzada_(Moyobamba_Peru)
Euphonia laniirostris,Fringillidae,1.801266823,32,39,0.4198953987081603,MontoyaArango'19-supmat_Network
Euphonia laniirostris,Fringillidae,-0.832008357,60,72,2.0421153456905468,Messeder_et_al._2020_-_Interaction_dataset_NW 035 F
Euphonia pectoralis,Fringillidae,0.209581295,90,67,0.6830081708773835,MachadoSouzaEtAl'19-SupMat
Euphonia pectoralis,Fringillidae,-2.172805407,13,30,0.9381023208160868,n5_Kaiser_original
Euphonia pectoralis,Fringillidae,1.739515828,71,45,0.8981689588725182,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix
Euphonia pectoralis,Fringillidae,0.421996571,55,36,0.8981689588725182,VidalEtAl'19-interaction_matrices_middle_slope_matrix
Euphonia pectoralis,Fringillidae,-0.426401792,54,42,0.8981689588725182,VidalEtAl'19-interaction_matrices_hilltop_matrix
Euphonia pectoralis,Fringillidae,2.235525576,127,64,0.8981689588725182,VidalEtAl'19-interaction_matrices_combined_matrix
Euphonia pectoralis,Fringillidae,0.347631035,15,34,1.469170821279908,Fonseca 2007
Euphonia pectoralis,Fringillidae,0.142583866,42,44,1.884873178948248,Fontanari 2018
Euphonia violacea,Fringillidae,0.322877918,90,67,0.8398032896407164,MachadoSouzaEtAl'19-SupMat
Euphonia violacea,Fringillidae,-0.539209178,30,57,0.29300346786510584,n2_Botelho
Euphonia violacea,Fringillidae,-0.038036006,13,45,1.3522432508903215,n4_Correia_PcAntas
Euphonia violacea,Fringillidae,-1.083940916,13,19,0.6891300697522104,Lefevre
Euphonia violacea,Fringillidae,1.749511522,28,8,1.3383501658141983,Messeder_et_al._2020_-_Interaction_dataset_NW 001 F
Euphonia violacea,Fringillidae,-2.548615427,27,18,0.9546136614210682,Messeder_et_al._2020_-_Interaction_dataset_NW 017 F
Euphonia violacea,Fringillidae,1.296222763,13,64,1.8642909660205629,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Euphonia violacea,Fringillidae,-2.938936959,13,34,1.7553864968720927,Messeder_et_al._2020_-_Interaction_dataset_NW 036 F
Euphonia violacea,Fringillidae,1.749511522,28,8,1.3383501658141983,PigotEtAl'16-Database S1_SARM
Euphonia violacea,Fringillidae,-0.729787013,54,42,0.48700643512443487,VidalEtAl'19-interaction_matrices_hilltop_matrix
Euphonia violacea,Fringillidae,-1.159520496,127,64,0.48700643512443487,VidalEtAl'19-interaction_matrices_combined_matrix
Euphonia violacea,Fringillidae,-3.068521258,13,43,0.7682117147582913,de Oliveira 1999
Euphonia xanthogaster,Fringillidae,1.88848064,60,72,1.252838551369151,btp12290-sup-0001-appendixs1
Euphonia xanthogaster,Fringillidae,-0.043978584,20,36,2.522514108861945,InteractionNetwork_1000Fragmented
Euphonia xanthogaster,Fringillidae,1.594167767,26,36,2.522514108861945,InteractionNetwork_1000Natural
Euphonia xanthogaster,Fringillidae,1.365492648,13,31,0.3977575244115891,Kessler- Rios 2011
Euphonia xanthogaster,Fringillidae,1.309053925,24,75,1.4459440223724391,Morro_Calzada_(Moyobamba_Peru)
Euphonia xanthogaster,Fringillidae,-0.807244958,21,53,1.88955730675067,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Euphonia xanthogaster,Fringillidae,0.297154091,40,42,2.8395717467405817,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Euphonia xanthogaster,Fringillidae,2.097224834,22,51,2.3829773342456213,Dehling 2017 San Pedro 1
Euphonia xanthogaster,Fringillidae,2.92816325,17,45,2.3829773342456213,Dehling 2017 San Pedro 2
Euphonia xanthogaster,Fringillidae,1.356740157,19,35,2.3829773342456213,Dehling 2017 San Pedro 3
Euphonia xanthogaster,Fringillidae,-1.790169459,20,30,2.3829773342456213,Dehling 2017 San Pedro 4
Euphonia xanthogaster,Fringillidae,-0.986451916,12,31,0.3977575244115891,Kessler-Rios 2012
Ficedula hypoleuca,Muscicapidae,-1.064179348,8,10,0.43110544936447043,102_2012_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-1.064179348,8,10,0.43110544936447043,102_2012_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-0.781795024,5,14,0.43071683874156697,112_2011_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-0.781795024,5,14,0.43071683874156697,112_2011_seed_removal_net
Ficedula hypoleuca,Muscicapidae,2.974806821,8,11,0.43071683874156697,112_2012_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,2.974806821,8,11,0.43071683874156697,112_2012_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-0.972772148,9,13,0.4336700819410366,15_2012_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-0.972772148,9,13,0.4336700819410366,15_2012_seed_removal_net
Ficedula hypoleuca,Muscicapidae,0.31548601,3,7,0.43110544936447043,203_2011_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,0.31548601,3,7,0.43110544936447043,203_2011_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-1.102947204,8,12,0.4336700819410366,30_2012_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-1.102947204,8,12,0.4336700819410366,30_2012_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-1.929513876,6,18,0.43071683874156697,301_2012_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-1.929513876,6,18,0.43071683874156697,301_2012_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-1.451582928,7,11,0.43071683874156697,315_2011_fruit_removal_net
Ficedula hypoleuca,Muscicapidae,-1.451582928,7,11,0.43071683874156697,315_2011_seed_removal_net
Ficedula hypoleuca,Muscicapidae,-0.315063737,9,8,1.0541849151671336,Correia
Ficedula hypoleuca,Muscicapidae,-1.051539628,25,33,1.2848703628774008,M_SD_020
Ficedula hypoleuca,Muscicapidae,2.211019543,18,28,1.1575022654201437,M_SD_021
Ficedula hypoleuca,Muscicapidae,-0.906032478,30,28,0.4621502938069592,00InteractionData_DE
Ficedula hypoleuca,Muscicapidae,-0.241377477,15,27,0.43071683874156697,00InteractionData_PL
Ficedula hypoleuca,Muscicapidae,-0.029907817,9,24,0.43071683874156697,06_plant_frugivore_networks_continuous
Ficedula hypoleuca,Muscicapidae,-0.413692736,9,24,0.43071683874156697,06_plant_frugivore_networks_fragmented
Ficedula hypoleuca,Muscicapidae,1.025839815,8,7,1.0541849151671336,CostaEtAl'20-Dataset_VS13
Ficedula hypoleuca,Muscicapidae,0.630314275,12,11,1.0541849151671336,CostaEtAl'20-Dataset_VS14
Ficedula hypoleuca,Muscicapidae,-1.250397431,14,10,1.0541849151671336,CostaEtAl'20-Dataset_VS15
Ficedula hypoleuca,Muscicapidae,0.22949772,10,8,1.0541849151671336,CostaEtAl'20-Dataset_VS16
Ficedula hypoleuca,Muscicapidae,-1.051539628,25,33,5.281631722043609,PigotEtAl'16-Database S1_NCOR
Ficedula hypoleuca,Muscicapidae,2.211019543,18,28,5.281631722043609,PigotEtAl'16-Database S1_NNOG
Ficedula hypoleuca,Muscicapidae,-0.725901886,31,31,0.4621502938069592,PigotEtAl'16-Database S1_STEIB
Ficedula hypoleuca,Muscicapidae,0.914267335,4,5,1.0541849151671336,Cruz 2013 Autumn
Ficedula hypoleuca,Muscicapidae,0.601013267,47,20,0.8154877544800424,Debussche 1989
Garrulus glandarius,Corvidae,-1.47985948,8,11,0.7756544061877698,11_2012_fruit_removal_net
Garrulus glandarius,Corvidae,-1.47985948,8,11,0.7756544061877698,11_2012_seed_removal_net
Garrulus glandarius,Corvidae,-0.781795024,5,14,0.741307723798965,112_2011_fruit_removal_net
Garrulus glandarius,Corvidae,-0.781795024,5,14,0.741307723798965,112_2011_seed_removal_net
Garrulus glandarius,Corvidae,0.989067365,8,11,0.741307723798965,112_2012_fruit_removal_net
Garrulus glandarius,Corvidae,0.989067365,8,11,0.741307723798965,112_2012_seed_removal_net
Garrulus glandarius,Corvidae,2.68903011,7,11,0.741307723798965,13_2012_fruit_removal_net
Garrulus glandarius,Corvidae,2.68903011,7,11,0.741307723798965,13_2012_seed_removal_net
Garrulus glandarius,Corvidae,-1.663450707,9,13,0.7421236702875578,15_2012_fruit_removal_net
Garrulus glandarius,Corvidae,-1.663450707,9,13,0.7421236702875578,15_2012_seed_removal_net
Garrulus glandarius,Corvidae,-1.213403248,3,11,0.741307723798965,301_2011_fruit_removal_net
Garrulus glandarius,Corvidae,-1.213403248,3,11,0.741307723798965,301_2011_seed_removal_net
Garrulus glandarius,Corvidae,0.689428504,6,18,0.741307723798965,301_2012_fruit_removal_net
Garrulus glandarius,Corvidae,0.689428504,6,18,0.741307723798965,301_2012_seed_removal_net
Garrulus glandarius,Corvidae,-1.696689368,8,15,0.741307723798965,315_2012_fruit_removal_net
Garrulus glandarius,Corvidae,-1.696689368,8,15,0.741307723798965,315_2012_seed_removal_net
Garrulus glandarius,Corvidae,0.167763684,25,33,1.6036974286552534,M_SD_020
Garrulus glandarius,Corvidae,0.017575552,18,28,1.4757830456373102,M_SD_021
Garrulus glandarius,Corvidae,0.469065205,12,7,0.658680653961526,M_SD_024
Garrulus glandarius,Corvidae,0.925631207,7,16,1.5703678091824194,Garciaetal
Garrulus glandarius,Corvidae,0.715584451,7,17,0.3257361708160973,Pena et al
Garrulus glandarius,Corvidae,0.308081064,30,28,0.33182149917987197,00InteractionData_DE
Garrulus glandarius,Corvidae,-0.679000174,30,25,0.7712550238092215,00InteractionData_GB
Garrulus glandarius,Corvidae,0.717398171,15,27,0.741307723798965,00InteractionData_PL
Garrulus glandarius,Corvidae,0.449232211,9,24,0.741307723798965,06_plant_frugivore_networks_continuous
Garrulus glandarius,Corvidae,0.782959255,9,24,0.741307723798965,06_plant_frugivore_networks_fragmented
Garrulus glandarius,Corvidae,2.123700684,7,10,1.5703678091824194,Fruit_Consumption_2013-2014
Garrulus glandarius,Corvidae,-0.681578339,7,10,1.5703678091824194,Fruit_Consumption_2012-2013
Garrulus glandarius,Corvidae,0.167763684,25,33,5.035960661811307,PigotEtAl'16-Database S1_NCOR
Garrulus glandarius,Corvidae,0.017575552,18,28,5.035960661811307,PigotEtAl'16-Database S1_NNOG
